alpha
income_beforeextra / current_ratio
current_ratio / income_beforeextra
income_tax / current_ratio
current_ratio / income_tax
interest_expense / current_ratio
current_ratio / interest_expense
inventory / current_ratio
current_ratio / inventory
inventory_turnover / current_ratio
current_ratio / inventory_turnover
invested_capital / current_ratio
current_ratio / invested_capital
liabilities / current_ratio
current_ratio / liabilities
liabilities_curr / current_ratio
current_ratio / liabilities_curr
operating_expense / current_ratio
current_ratio / operating_expense
operating_income / current_ratio
current_ratio / operating_income
ppent / current_ratio
current_ratio / ppent
pretax_income / current_ratio
current_ratio / pretax_income
rd_expense / current_ratio
current_ratio / rd_expense
receivable / current_ratio
current_ratio / receivable
retained_earnings / current_ratio
current_ratio / retained_earnings
return_assets / current_ratio
current_ratio / return_assets
return_equity / current_ratio
current_ratio / return_equity
revenue / current_ratio
current_ratio / revenue
sales / current_ratio
current_ratio / sales
sales_growth / current_ratio
current_ratio / sales_growth
sales_ps / current_ratio
current_ratio / sales_ps
SGA_expense / current_ratio
current_ratio / SGA_expense
working_capital / current_ratio
current_ratio / working_capital
debt_lt / debt
debt / debt_lt
debt_st / debt
debt / debt_st
depre_amort / debt
debt / depre_amort
EBIT / debt
debt / EBIT
EBITDA / debt
debt / EBITDA
employee / debt
debt / employee
enterprise_value / debt
debt / enterprise_value
eps / debt
debt / eps
equity / debt
debt / equity
goodwill / debt
debt / goodwill
income / debt
debt / income
income_beforeextra / debt
debt / income_beforeextra
income_tax / debt
debt / income_tax
interest_expense / debt
debt / interest_expense
inventory / debt
debt / inventory
inventory_turnover / debt
debt / inventory_turnover
invested_capital / debt
debt / invested_capital
liabilities / debt
debt / liabilities
liabilities_curr / debt
debt / liabilities_curr
operating_expense / debt
debt / operating_expense
operating_income / debt
debt / operating_income
ppent / debt
debt / ppent
pretax_income / debt
debt / pretax_income
rd_expense / debt
debt / rd_expense
receivable / debt
debt / receivable
retained_earnings / debt
debt / retained_earnings
return_assets / debt
debt / return_assets
return_equity / debt
debt / return_equity
revenue / debt
debt / revenue
sales / debt
debt / sales
sales_growth / debt
debt / sales_growth
sales_ps / debt
debt / sales_ps
SGA_expense / debt
debt / SGA_expense
working_capital / debt
debt / working_capital
debt_st / debt_lt
debt_lt / debt_st
depre_amort / debt_lt
debt_lt / depre_amort
EBIT / debt_lt
debt_lt / EBIT
EBITDA / debt_lt
debt_lt / EBITDA
employee / debt_lt
debt_lt / employee
enterprise_value / debt_lt
debt_lt / enterprise_value
eps / debt_lt
debt_lt / eps
equity / debt_lt
debt_lt / equity
goodwill / debt_lt
debt_lt / goodwill
income / debt_lt
debt_lt / income
income_beforeextra / debt_lt
debt_lt / income_beforeextra
income_tax / debt_lt
debt_lt / income_tax
interest_expense / debt_lt
debt_lt / interest_expense
inventory / debt_lt
debt_lt / inventory
inventory_turnover / debt_lt
debt_lt / inventory_turnover
invested_capital / debt_lt
debt_lt / invested_capital
liabilities / debt_lt
debt_lt / liabilities
liabilities_curr / debt_lt
debt_lt / liabilities_curr
operating_expense / debt_lt
debt_lt / operating_expense
operating_income / debt_lt
debt_lt / operating_income
ppent / debt_lt
debt_lt / ppent
pretax_income / debt_lt
debt_lt / pretax_income
rd_expense / debt_lt
debt_lt / rd_expense
receivable / debt_lt
debt_lt / receivable
retained_earnings / debt_lt
debt_lt / retained_earnings
return_assets / debt_lt
